0	0
1	2
2	4
3	12
4	4
5	11
6	1
7	2
8	3
9	11
10	4
11	20
12	20
13	8
14	24
15	21
16	15
17	22
18	11
19	19
20	23
21	23
22	22
23	1
24	9
25	24
26	3
27	11
28	10
29	13
30	0
31	3
32	6
33	22
34	24
35	24
36	8
37	7
38	14
39	4
40	5
41	11
42	11
43	2
44	10
45	10
46	15
47	20
48	22
49	11
50	14
51	21
52	24
53	22
54	13
55	1
56	4
57	17
58	20
59	24
60	1
61	19
62	23
63	1
64	20
65	21
66	24
67	8
68	4
69	22
70	2
71	17
72	21
73	6
74	7
75	11
76	4
77	5
78	24
79	15
80	5
81	16
82	24
83	22
84	22
85	9
86	19
87	12
88	16
89	20
90	24
91	18
92	3
93	20
94	21
95	12
96	14
97	24
98	20
99	10
100	22
101	15
102	21
103	5
104	9
105	4
106	1
107	23
108	21
109	11
110	8
111	18
112	9
113	9
114	20
115	18
116	20
117	20
118	9
119	14
120	24
121	9
122	23
123	11
124	3
125	1
126	12
127	18
128	0
129	22
130	24
131	21
132	7
133	10
134	7
135	20
136	20
137	22
138	15
139	14
140	16
141	5
142	1
143	4
144	4
145	18
146	20
147	23
148	7
149	0
150	23
151	0
152	1
153	6
154	13
155	12
156	19
157	0
158	23
159	10
160	19
161	15
162	6
163	4
164	24
165	13
166	20
167	9
168	15
169	4
170	4
171	0
172	22
173	3
174	10
175	20
176	21
177	24
178	11
179	3
180	10
181	22
182	4
183	20
184	1
185	24
186	23
187	24
188	11
189	14
190	23
191	19
192	21
193	10
194	24
195	20
196	13
197	15
198	9
199	3
200	10
201	9
202	24
203	0
204	23
205	24
206	14
207	20
208	8
209	4
210	5
211	10
212	18
213	2
214	22
215	21
216	23
217	13
218	1
219	0
220	24
221	24
222	21
223	4
224	5
225	24
226	20
227	5
228	20
229	4
230	20
231	17
232	18
233	5
234	23
235	1
236	5
237	14
238	12
239	24
240	20
241	22
242	15
243	15
244	14
245	12
246	24
247	0
248	7
249	20
250	20
251	20
252	24
253	19
254	6
255	23
256	3
257	0
258	4
259	18
260	11
261	11
262	15
263	18
264	24
265	19
266	20
267	19
268	22
269	23
270	12
271	14
272	8
273	17
274	23
275	1
276	16
277	12
278	7
279	20
280	15
281	19
282	23
283	17
284	21
285	12
286	24
287	22
288	24
289	16
290	21
291	24
292	3
293	4
294	4
295	23
296	15
297	21
298	20
299	2
