0	0	76.0229074888903	okumura	urban_large
0	1	89.44863877996403	okumura	urban_large
0	2	1000000000000000000000000000000000000000000	okumura	urban_large
0	3	1000000000000000000000000000000000000000000	okumura	urban_large
0	4	83.25349781368968	okumura	urban_large
0	5	91.26175804361495	okumura	urban_large
0	6	1000000000000000000000000000000000000000000	okumura	urban_large
0	7	1000000000000000000000000000000000000000000	okumura	urban_large
0	8	89.70580445388919	okumura	urban_large
0	9	1000000000000000000000000000000000000000000	okumura	urban_large
0	10	1000000000000000000000000000000000000000000	okumura	urban_large
0	11	1000000000000000000000000000000000000000000	okumura	urban_large
0	12	1000000000000000000000000000000000000000000	okumura	urban_large
0	13	1000000000000000000000000000000000000000000	okumura	urban_large
0	14	1000000000000000000000000000000000000000000	okumura	urban_large
0	15	1000000000000000000000000000000000000000000	okumura	urban_large
0	16	1000000000000000000000000000000000000000000	okumura	urban_large
0	17	1000000000000000000000000000000000000000000	okumura	urban_large
0	18	1000000000000000000000000000000000000000000	okumura	urban_large
0	19	1000000000000000000000000000000000000000000	okumura	urban_large
1	0	83.3131387262641	okumura	urban_large
1	1	55.46789917746408	okumura	urban_large
1	2	80.48106586777433	okumura	urban_large
1	3	91.57856580977811	okumura	urban_large
1	4	86.49520513492375	okumura	urban_large
1	5	78.78264054078375	okumura	urban_large
1	6	84.76063258059462	okumura	urban_large
1	7	1000000000000000000000000000000000000000000	okumura	urban_large
1	8	91.02397461515982	okumura	urban_large
1	9	87.75508361041632	okumura	urban_large
1	10	90.12115443139079	okumura	urban_large
1	11	1000000000000000000000000000000000000000000	okumura	urban_large
1	12	1000000000000000000000000000000000000000000	okumura	urban_large
1	13	1000000000000000000000000000000000000000000	okumura	urban_large
1	14	1000000000000000000000000000000000000000000	okumura	urban_large
1	15	1000000000000000000000000000000000000000000	okumura	urban_large
1	16	1000000000000000000000000000000000000000000	okumura	urban_large
1	17	1000000000000000000000000000000000000000000	okumura	urban_large
1	18	1000000000000000000000000000000000000000000	okumura	urban_large
1	19	1000000000000000000000000000000000000000000	okumura	urban_large
2	0	1000000000000000000000000000000000000000000	okumura	urban_large
2	1	1000000000000000000000000000000000000000000	okumura	urban_large
2	2	88.63909165208565	okumura	urban_large
2	3	75.61243347548253	okumura	urban_large
2	4	1000000000000000000000000000000000000000000	okumura	urban_large
2	5	1000000000000000000000000000000000000000000	okumura	urban_large
2	6	91.20818057527629	okumura	urban_large
2	7	84.56793182566302	okumura	urban_large
2	8	1000000000000000000000000000000000000000000	okumura	urban_large
2	9	1000000000000000000000000000000000000000000	okumura	urban_large
2	10	1000000000000000000000000000000000000000000	okumura	urban_large
2	11	90.89461988280107	okumura	urban_large
2	12	1000000000000000000000000000000000000000000	okumura	urban_large
2	13	1000000000000000000000000000000000000000000	okumura	urban_large
2	14	1000000000000000000000000000000000000000000	okumura	urban_large
2	15	1000000000000000000000000000000000000000000	okumura	urban_large
2	16	1000000000000000000000000000000000000000000	okumura	urban_large
2	17	1000000000000000000000000000000000000000000	okumura	urban_large
2	18	1000000000000000000000000000000000000000000	okumura	urban_large
2	19	1000000000000000000000000000000000000000000	okumura	urban_large
3	0	91.29699499783956	okumura	urban_large
3	1	82.24422047317829	okumura	urban_large
3	2	78.01297894716896	okumura	urban_large
3	3	87.58634093561298	okumura	urban_large
3	4	90.06898318329262	okumura	urban_large
3	5	77.04772605681107	okumura	urban_large
3	6	62.549595299404565	okumura	urban_large
3	7	85.46125113044675	okumura	urban_large
3	8	90.93165414960679	okumura	urban_large
3	9	80.95847925211606	okumura	urban_large
3	10	75.59374552986435	okumura	urban_large
3	11	86.97974594512337	okumura	urban_large
3	12	1000000000000000000000000000000000000000000	okumura	urban_large
3	13	87.56503712175218	okumura	urban_large
3	14	85.76491240386036	okumura	urban_large
3	15	90.6700853081577	okumura	urban_large
3	16	1000000000000000000000000000000000000000000	okumura	urban_large
3	17	1000000000000000000000000000000000000000000	okumura	urban_large
3	18	91.94341554494055	okumura	urban_large
3	19	1000000000000000000000000000000000000000000	okumura	urban_large
4	0	1000000000000000000000000000000000000000000	okumura	urban_large
4	1	1000000000000000000000000000000000000000000	okumura	urban_large
4	2	85.48877227707256	okumura	urban_large
4	3	62.616595676055304	okumura	urban_large
4	4	1000000000000000000000000000000000000000000	okumura	urban_large
4	5	1000000000000000000000000000000000000000000	okumura	urban_large
4	6	87.03367020022418	okumura	urban_large
4	7	75.74666902461692	okumura	urban_large
4	8	1000000000000000000000000000000000000000000	okumura	urban_large
4	9	1000000000000000000000000000000000000000000	okumura	urban_large
4	10	90.72247203134657	okumura	urban_large
4	11	85.84178271159494	okumura	urban_large
4	12	1000000000000000000000000000000000000000000	okumura	urban_large
4	13	1000000000000000000000000000000000000000000	okumura	urban_large
4	14	1000000000000000000000000000000000000000000	okumura	urban_large
4	15	91.9937095014605	okumura	urban_large
4	16	1000000000000000000000000000000000000000000	okumura	urban_large
4	17	1000000000000000000000000000000000000000000	okumura	urban_large
4	18	1000000000000000000000000000000000000000000	okumura	urban_large
4	19	1000000000000000000000000000000000000000000	okumura	urban_large
5	0	82.56553998504131	okumura	urban_large
5	1	77.96463886530461	okumura	urban_large
5	2	87.39496817030405	okumura	urban_large
5	3	1000000000000000000000000000000000000000000	okumura	urban_large
5	4	77.56487916388217	okumura	urban_large
5	5	61.27087362427199	okumura	urban_large
5	6	85.16653130340906	okumura	urban_large
5	7	1000000000000000000000000000000000000000000	okumura	urban_large
5	8	81.20321633471525	okumura	urban_large
5	9	75.23323879874914	okumura	urban_large
5	10	86.706830099184	okumura	urban_large
5	11	1000000000000000000000000000000000000000000	okumura	urban_large
5	12	87.63912728264782	okumura	urban_large
5	13	85.63506287902723	okumura	urban_large
5	14	90.4839500656798	okumura	urban_large
5	15	1000000000000000000000000000000000000000000	okumura	urban_large
5	16	1000000000000000000000000000000000000000000	okumura	urban_large
5	17	91.86984112104523	okumura	urban_large
5	18	1000000000000000000000000000000000000000000	okumura	urban_large
5	19	1000000000000000000000000000000000000000000	okumura	urban_large
6	0	74.96526595281046	okumura	urban_large
6	1	80.13406147176455	okumura	urban_large
6	2	90.58586546095079	okumura	urban_large
6	3	1000000000000000000000000000000000000000000	okumura	urban_large
6	4	85.3319839905756	okumura	urban_large
6	5	87.01162078704196	okumura	urban_large
6	6	1000000000000000000000000000000000000000000	okumura	urban_large
6	7	1000000000000000000000000000000000000000000	okumura	urban_large
6	8	91.63505055429562	okumura	urban_large
6	9	1000000000000000000000000000000000000000000	okumura	urban_large
6	10	1000000000000000000000000000000000000000000	okumura	urban_large
6	11	1000000000000000000000000000000000000000000	okumura	urban_large
6	12	1000000000000000000000000000000000000000000	okumura	urban_large
6	13	1000000000000000000000000000000000000000000	okumura	urban_large
6	14	1000000000000000000000000000000000000000000	okumura	urban_large
6	15	1000000000000000000000000000000000000000000	okumura	urban_large
6	16	1000000000000000000000000000000000000000000	okumura	urban_large
6	17	1000000000000000000000000000000000000000000	okumura	urban_large
6	18	1000000000000000000000000000000000000000000	okumura	urban_large
